"lon","lat","species.name"
14.364502,65.048162,"Harrimanella hypnoides"
14.964513,64.803153,"Harrimanella hypnoides"
8.797229,61.292867,"Harrimanella hypnoides"
15.689894,66.565953,"Harrimanella hypnoides"
14.46576,65.090534,"Harrimanella hypnoides"
17.753674,67.814493,"Harrimanella hypnoides"
8.943816,61.984983,"Harrimanella hypnoides"
11.916862,63.635228,"Harrimanella hypnoides"
12.489529,62.893732,"Harrimanella hypnoides"
12.481507,62.897935,"Harrimanella hypnoides"
18.41973,68.529134,"Harrimanella hypnoides"
21.080855,69.366468,"Harrimanella hypnoides"
14.960183,64.796421,"Harrimanella hypnoides"
18.448719,68.525599,"Harrimanella hypnoides"
18.266577,68.406402,"Harrimanella hypnoides"
18.727403,68.3645,"Harrimanella hypnoides"
15.581575,66.371439,"Harrimanella hypnoides"
12.476944,62.896523,"Harrimanella hypnoides"
7.066606,62.422743,"Harrimanella hypnoides"
14.980539,64.801531,"Harrimanella hypnoides"
14.962474,64.796972,"Harrimanella hypnoides"
14.939459,64.803546,"Harrimanella hypnoides"
15.56086,66.38719,"Harrimanella hypnoides"
6.541128,60.977031,"Harrimanella hypnoides"
15.287583,66.60996,"Harrimanella hypnoides"
7.658048,62.620737,"Harrimanella hypnoides"
15.223138,66.647473,"Harrimanella hypnoides"
7.830911,62.482784,"Harrimanella hypnoides"
15.733435,66.717245,"Harrimanella hypnoides"
17.361156,67.320605,"Harrimanella hypnoides"
14.790851,66.677366,"Harrimanella hypnoides"
11.426031,63.130571,"Harrimanella hypnoides"
9.31879,62.74384,"Harrimanella hypnoides"
15.987712,67.342302,"Harrimanella hypnoides"
17.929942,67.36811,"Harrimanella hypnoides"
15.222267,66.600376,"Harrimanella hypnoides"
17.961733,67.536976,"Harrimanella hypnoides"
18.509903,68.335899,"Harrimanella hypnoides"
14.436852,66.924905,"Harrimanella hypnoides"
14.746753,66.651465,"Harrimanella hypnoides"
17.38771,67.562798,"Harrimanella hypnoides"
7.838106,62.487378,"Harrimanella hypnoides"
14.775023,66.651059,"Harrimanella hypnoides"
7.805821,62.491594,"Harrimanella hypnoides"
9.106581,61.78069,"Harrimanella hypnoides"
15.736678,66.711847,"Harrimanella hypnoides"
7.836912,62.483195,"Harrimanella hypnoides"
9.992707,62.931086,"Harrimanella hypnoides"
13.079749,63.427432,"Harrimanella hypnoides"
18.726235,68.360436,"Harrimanella hypnoides"
16.516874,67.276791,"Harrimanella hypnoides"
17.84877,67.391443,"Harrimanella hypnoides"
16.449509,67.279379,"Harrimanella hypnoides"
7.8144,62.49059,"Harrimanella hypnoides"
19.106977,69.606863,"Harrimanella hypnoides"
21.069653,69.382322,"Harrimanella hypnoides"
9.975073,62.933903,"Harrimanella hypnoides"
16.972446,67.238062,"Harrimanella hypnoides"
17.270534,66.492178,"Harrimanella hypnoides"
7.821092,62.485755,"Harrimanella hypnoides"
9.971372,62.941108,"Harrimanella hypnoides"
9.605021,62.298202,"Harrimanella hypnoides"
17.263967,67.523875,"Harrimanella hypnoides"
7.820993,62.488449,"Harrimanella hypnoides"
14.697884,66.672191,"Harrimanella hypnoides"
9.830686,62.27627,"Harrimanella hypnoides"
14.413325,66.71445,"Harrimanella hypnoides"
14.222963,66.785754,"Harrimanella hypnoides"
7.51003,59.55094,"Harrimanella hypnoides"
8.843824,61.5295,"Harrimanella hypnoides"
13.577924,51.49905,"Harrimanella hypnoides"
15.359961,66.552914,"Harrimanella hypnoides"
15.692652,66.863477,"Harrimanella hypnoides"
9.397357,61.425575,"Harrimanella hypnoides"
15.60697,67.656285,"Harrimanella hypnoides"
12.45224,62.732884,"Harrimanella hypnoides"
14.696142,65.867941,"Harrimanella hypnoides"
16.148152,67.146588,"Harrimanella hypnoides"
9.4461,62.631179,"Harrimanella hypnoides"
7.998815,62.236911,"Harrimanella hypnoides"
14.783844,66.025794,"Harrimanella hypnoides"
12.747399,62.751743,"Harrimanella hypnoides"
7.708659,62.597647,"Harrimanella hypnoides"
15.632042,67.668119,"Harrimanella hypnoides"
11.509754,61.867771,"Harrimanella hypnoides"
7.985538,62.228465,"Harrimanella hypnoides"
18.980791,69.624488,"Harrimanella hypnoides"
15.455308,66.671643,"Harrimanella hypnoides"
9.445516,61.337214,"Harrimanella hypnoides"
14.637616,65.679909,"Harrimanella hypnoides"
20.591488,67.114696,"Harrimanella hypnoides"
12.000558,63.506262,"Harrimanella hypnoides"
21.099225,69.366237,"Harrimanella hypnoides"
7.709099,62.596486,"Harrimanella hypnoides"
