"","cushion","open","cushion+open"
"Deschampsia_flexuosa",0.00146579804560261,0.0011400651465798,0.00130293159609121
"Deyeuxia_scabrescens",0.0125407166123779,0.0104234527687296,0.0114820846905537
"Dianthus_brachyanthus",0.000651465798045603,0.00130293159609121,0.000977198697068404
"Discaria_nana",0.000325732899022801,0,0.000162866449511401
"Dodecatheon_pulchellum",0.000162866449511401,0,8.14332247557003e-05
"Doronicum_clusii",0,0.000162866449511401,8.14332247557003e-05
"Doronicum_sp",0.000162866449511401,0.000162866449511401,0.000162866449511401
"Douglasia_montana",0.00374592833876221,0.00309446254071661,0.00342019543973941
"Draba_aizoides",0.000488599348534202,0.000162866449511401,0.000325732899022801
"Draba_altaica",0.00293159609120521,0.0011400651465798,0.00203583061889251
"Draba_aretioides",0.0011400651465798,0.00390879478827362,0.00252442996742671
"Draba_aurea",0.000488599348534202,0.000162866449511401,0.000325732899022801
"Draba_cana",0.000325732899022801,0,0.000162866449511401
"Draba_funiculosa",0.000162866449511401,0.000162866449511401,0.000162866449511401
"Draba_gilliesii",0.0133550488599349,0,0.00667752442996743
"Draba_hispanica",0.000162866449511401,0,8.14332247557003e-05
"Draba_longipes",0.0011400651465798,0.000325732899022801,0.000732899022801303
"Draba_magellanica",0.00179153094462541,0.00179153094462541,0.00179153094462541
"Draba_oligosperma",0.00765472312703583,0.00260586319218241,0.00513029315960912
"Draba_oreades",0.000325732899022801,0.000325732899022801,0.000325732899022801
"Draba_paysonii",0.00162866449511401,0.0011400651465798,0.00138436482084691
"Draba_praealta",0.000325732899022801,0,0.000162866449511401
"Draba_pulchella",0.00602605863192182,0.00309446254071661,0.00456026058631922
"Draba_sp",0,0.000325732899022801,0.000162866449511401
"Draba_sp1",0.00309446254071661,0.00456026058631922,0.00382736156351792
"Draba_sp2",0.00130293159609121,0.000651465798045603,0.000977198697068404
"Draba_sp3",0.00439739413680782,0.00244299674267101,0.00342019543973941
"Draba_sp4",0.000162866449511401,0,8.14332247557003e-05
"Draba_sp5",0.00244299674267101,0.00276872964169381,0.00260586319218241
"Draba_sp6",0.000325732899022801,0.000651465798045603,0.000488599348534202
"Draba_tomentosa",0,0.000162866449511401,8.14332247557003e-05
"Dracophyllum_muscoides",0.00846905537459283,0.00472312703583062,0.00659609120521173
"Dracophyllum_pronum",0.00325732899022801,0.00309446254071661,0.00317589576547231
"Dracophyllum_uniflorum",0.000162866449511401,0,8.14332247557003e-05
"Dryas_octopetala",0.00993485342019544,0.00342019543973941,0.00667752442996743
"Dubyaea_hispida",0.00521172638436482,0.00390879478827362,0.00456026058631922
"Elsholtzia_eriostachya",0.0011400651465798,0.00374592833876221,0.00244299674267101
"Elymus_longaristatus",0.00635179153094463,0.00407166123778502,0.00521172638436482
"Elymus_nutans",0.00293159609120521,0,0.00146579804560261
"Elymus_rectisetus",0.00276872964169381,0.00179153094462541,0.00228013029315961
"Elymus_sp",0.000977198697068404,0.00130293159609121,0.0011400651465798
"Elymus_sp1",0.0120521172638436,0.00260586319218241,0.00732899022801303
"Elyna_myosuroides",0.000488599348534202,0,0.000244299674267101
"Elyna_sp",0.000977198697068404,0.000325732899022801,0.000651465798045603
"Empetrum_rubrum",0.00423452768729642,0.000162866449511401,0.00219869706840391
"Empetrum_sp",0.000488599348534202,0.000488599348534202,0.000488599348534202
"Ephedra_americana",0,0,0
"Epilobium_angustifolium",0.000162866449511401,0,8.14332247557003e-05
"Epilobium_cylindricum",0.000162866449511401,0.000162866449511401,0.000162866449511401
"Epilobium_nivale",0.00162866449511401,0,0.000814332247557003
"Epilobium_pycnostachyium",0,0.00342019543973941,0.00171009771986971
"Epilobium_sp",0.000162866449511401,0.000162866449511401,0.000162866449511401
"Eragrostis_pectinacea",0.00130293159609121,0.00130293159609121,0.00130293159609121
"Erigeron_alpinus",0,0.000162866449511401,8.14332247557003e-05
